CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,Num Of Products,Has Credit Card,Is Active Member,Estimated Salary,Churn
15630053,Tsao,656,France,Male,45,5,127864.4,1,1,0,87107.57,0
15647091,Endrizzi,725,Germany,Male,19,0,75888.2,1,0,0,45613.75,0
15623944,T'ien,511,Spain,Female,66,4,0,1,1,0,1643.11,1
15804771,Velazquez,614,France,Male,51,4,40685.92,1,1,1,46775.28,0
15651280,Hunter,742,Germany,Male,35,5,136857,1,0,0,84509.57,0
15773469,Clark,687,Germany,Female,27,9,152328.88,2,0,0,126494.82,0
15702014,Jeffrey,555,Spain,Male,33,1,56084.69,2,0,0,178798.13,0
15751208,Pirozzi,684,Spain,Male,56,8,78707.16,1,1,1,99398.36,0
15592461,Jackson,603,Germany,Male,26,4,109166.37,1,1,1,92840.67,0
15789484,Hammond,751,Germany,Female,36,6,169831.46,2,1,1,27758.36,0
15696061,Brownless,581,Germany,Female,34,1,101633.04,1,1,0,110431.51,0
15641582,Chibugo,735,Germany,Male,43,10,123180.01,2,1,1,196673.28,0
15638424,Glauert,661,Germany,Female,35,5,150725.53,2,0,1,113656.85,0
15755648,Pisano,675,France,Female,21,8,98373.26,1,1,0,18203,0
15703793,Konovalova,738,Germany,Male,58,2,133745.44,4,1,0,28373.86,1
15620344,McKee,813,France,Male,29,6,0,1,1,0,33953.87,0
15812518,Palermo,657,Spain,Female,37,0,163607.18,1,0,1,44203.55,0
15779052,Ballard,604,Germany,Female,25,5,157780.84,2,1,1,58426.81,0
15770811,Wallace,519,France,Male,36,9,0,2,0,1,145562.4,0
15780961,Cavenagh,735,France,Female,21,1,178718.19,2,1,0,22388,0
15614049,Hu,664,France,Male,55,8,0,2,1,1,139161.64,0
15662085,Read,678,France,Female,32,9,0,1,1,1,148210.64,0
15575185,Bushell,757,Spain,Male,33,5,77253.22,1,0,1,194239.63,0
15803136,Postle,416,Germany,Female,41,10,122189.66,2,1,0,98301.61,0
15706021,Buley,665,France,Female,34,1,96645.54,2,0,0,171413.66,0
15663706,Leonard,777,France,Female,32,2,0,1,1,0,136458.19,1
15641732,Mills,543,France,Female,36,3,0,2,0,0,26019.59,0
15701164,Onyeorulu,506,France,Female,34,4,90307.62,1,1,1,159235.29,0
15738751,Beit,493,France,Female,46,4,0,2,1,0,1907.66,0
15805254,Ndukaku,652,Spain,Female,75,10,0,2,1,1,114675.75,0
15762418,Gant,750,Spain,Male,22,3,121681.82,1,1,0,128643.35,1
15625759,Rowley,729,France,Male,30,9,0,2,1,0,151869.35,0
15622897,Sharpe,646,France,Female,46,4,0,3,1,0,93251.42,1
15767954,Osborne,635,Germany,Female,28,3,81623.67,2,1,1,156791.36,0
15757535,Heap,647,Spain,Female,44,5,0,3,1,1,174205.22,1
15731511,Ritchie,808,France,Male,45,7,118626.55,2,1,0,147132.46,0
15809248,Cole,524,France,Female,36,10,0,2,1,0,109614.57,0
15640635,Capon,769,France,Male,29,8,0,2,1,1,172290.61,0
15676966,Capon,730,Spain,Male,42,4,0,2,0,1,85982.47,0
15699461,Fiorentini,515,Spain,Male,35,10,176273.95,1,0,1,121277.78,0
15738721,Graham,773,Spain,Male,41,9,102827.44,1,0,1,64595.25,0
15693683,Yuille,814,Germany,Male,29,8,97086.4,2,1,1,197276.13,0
15604348,Allard,710,Spain,Male,22,8,0,2,0,0,99645.04,0
15633059,Fanucci,413,France,Male,34,9,0,2,0,0,6534.18,0
15808582,Fu,665,France,Female,40,6,0,1,1,1,161848.03,0
15743192,Hung,623,France,Female,44,6,0,2,0,0,167162.43,0
15580146,Hung,738,France,Male,31,9,82674.15,1,1,0,41970.72,0
15776605,Bradley,528,Spain,Male,36,7,0,2,1,0,60536.56,0
15804919,Dunbabin,670,Spain,Female,65,1,0,1,1,1,177655.68,1
15613854,Mauldon,622,Spain,Female,46,4,107073.27,2,1,1,30984.59,1
15599195,Stiger,582,Germany,Male,32,1,88938.62,1,1,1,10054.53,0
15812878,Parsons,785,Germany,Female,36,2,99806.85,1,0,1,36976.52,0
15602312,Walkom,605,Spain,Male,33,5,150092.8,1,0,0,71862.79,0
15744689,T'ang,479,Germany,Male,35,9,92833.89,1,1,0,99449.86,1
15803526,Eremenko,685,Germany,Male,30,3,90536.81,1,0,1,63082.88,0
15665790,Rowntree,538,Germany,Male,39,7,108055.1,2,1,0,27231.26,0
15715951,Thorpe,562,France,Male,42,2,100238.35,1,0,0,86797.41,0
15591100,Chiemela,675,Spain,Male,36,9,106190.55,1,0,1,22994.32,0
15609618,Fanucci,721,Germany,Male,28,9,154475.54,2,0,1,101300.94,1
15675522,Ko,628,Germany,Female,30,9,132351.29,2,1,1,74169.13,0
15705512,Welch,668,Germany,Female,37,6,167864.4,1,1,0,115638.29,0
15698028,Duncan,506,France,Female,41,1,0,2,1,0,31766.3,0
15661670,Chidozie,524,Germany,Female,31,8,107818.63,1,1,0,199725.39,1
15600781,Wu,699,Germany,Male,34,4,185173.81,2,1,0,120834.48,0
15682472,Culbreth,828,France,Male,34,8,129433.34,2,0,0,38131.77,0
15580203,Kennedy,674,Spain,Male,39,6,120193.42,1,0,0,100130.95,0
15690673,Cameron,656,France,Female,39,6,0,2,1,0,141069.88,0
15760085,Calabresi,684,Germany,Female,48,10,126384.42,1,1,1,198129.36,0
15779659,Zetticci,625,France,Female,28,3,0,1,0,0,183646.41,0
15627360,Fuller,432,France,Male,42,9,152603.45,1,1,0,110265.24,1
15671137,MacDonald,549,France,Female,52,1,0,1,0,1,8636.05,1
15782688,Piccio,625,Germany,Male,56,0,148507.24,1,1,0,46824.08,1
15575492,Kennedy,828,France,Female,41,7,0,2,1,0,171378.77,0
15591607,Fernie,770,France,Male,24,9,101827.07,1,1,0,167256.35,0
15740404,He,758,France,Female,34,3,0,2,1,1,124226.16,0
15718369,Kaodilinakachukwu,795,Germany,Female,33,9,130862.43,1,1,1,114935.21,0
15677871,Cocci,687,France,Male,38,9,122570.87,1,1,1,35608.88,0
15642004,Alekseeva,686,France,Male,25,1,0,2,0,1,16459.37,0
15712543,Chinweike,789,Germany,Male,39,7,124828.46,2,1,1,124411.08,0
15584518,Arthur,589,Germany,Female,50,5,144895.05,2,1,1,34941.23,0
15802381,Li,461,Germany,Female,34,5,63663.93,1,0,1,167784.28,0
15610156,Ma,637,France,Male,40,2,133463.1,1,0,1,93165.34,0
15594408,Chia,584,Spain,Female,48,2,213146.2,1,1,0,75161.25,1
15640905,Vasin,579,Spain,Female,35,1,129490.36,2,0,1,8590.83,1
15698932,Groves,756,Germany,Male,44,10,137452.09,1,1,0,189543.9,0
15724944,Tien,663,France,Male,34,7,0,2,1,1,180427.24,0
15628145,Forwood,682,France,Female,43,5,125851.93,1,1,1,193318.33,0
15713483,Greeves,793,Spain,Male,52,2,0,1,1,0,159123.82,1
15612350,Taylor,691,France,Female,31,5,40915.55,1,1,0,126213.84,1
15800703,Madukwe,485,Spain,Female,21,5,113157.22,1,1,1,54141.5,0
15705707,Bennelong,635,Spain,Female,29,8,138296.94,2,1,0,141075.51,0
15754105,Olisanugo,650,France,Male,37,5,106967.18,1,0,0,24495.03,0
15703264,Chukwufumnanya,735,France,Male,44,9,120681.63,1,1,0,74836.34,0
15794413,Harris,416,France,Male,32,0,0,2,0,1,878.87,0
15650237,Morgan,754,Spain,Female,32,7,0,2,1,0,89520.75,0
15759618,Alexeeva,535,France,Female,48,9,0,1,1,0,149892.79,1
15811589,Metcalfe,716,Spain,Male,42,8,0,2,1,0,180800.42,0
15689044,Humphries,539,France,Male,37,2,127609.59,1,1,0,98646.22,0
15709368,Milne,614,France,Female,43,6,0,2,1,1,109041.53,0
15679145,Chou,706,Spain,Male,57,7,0,1,1,0,17941.16,1
15655007,Li,758,France,Female,33,7,0,2,0,0,82996.47,0
15623595,Clayton,586,Spain,Female,28,2,0,2,1,1,92067.35,0
15589975,Maclean,646,France,Female,73,6,97259.25,1,0,1,104719.66,0
15804017,Chigolum,631,Germany,Female,33,4,123246.7,1,0,0,112687.57,0
15692132,Wilkinson,717,Spain,Female,22,6,101060.25,1,0,1,84699.56,0
15641122,Wei,684,France,Male,30,2,0,2,1,0,83473.82,0
15630910,Treacy,800,France,Female,49,7,108007.36,1,0,0,47125.11,0
15680772,Hu,721,Spain,Female,36,2,0,2,1,1,106977.8,0
15658929,Taverner,683,Spain,Male,29,0,133702.89,1,1,0,55582.54,1
15585388,Sherman,660,Germany,Male,31,9,125189.75,2,1,1,139874.43,0
15724623,Taubman,704,Germany,Female,24,7,113034.22,1,1,0,162503.48,1
15588537,Robinson,615,Spain,Female,41,9,109013.23,1,1,0,196499.96,0
15574692,Pinto,667,Spain,Female,39,2,0,2,1,0,40721.24,1
15611325,Wood,682,Germany,Male,24,9,57929.81,2,0,0,53134.3,0
15587562,Hawkins,484,France,Female,29,4,130114.39,1,1,0,164017.89,0
15613172,Sun,628,Germany,Male,27,5,95826.49,2,1,0,155996.96,0
15651022,Yost,480,Germany,Male,44,10,129608.57,1,1,0,5472.7,1
15586310,Ting,578,France,Male,30,4,169462.09,1,1,0,112187.11,0
15625524,Rowe,512,France,Male,40,5,0,2,1,1,146457.83,0
15755209,Fu,484,Spain,Female,35,7,133868.21,1,1,1,27286.1,0
15645248,Ho,510,France,Female,30,0,0,2,1,1,130553.47,0
15790355,Okechukwu,606,Germany,Male,36,5,190479.48,2,0,0,179351.89,0
15762615,Campbell,597,Spain,Female,40,8,101993.12,1,0,1,94774.12,0
15625426,Ashbolt,754,Germany,Female,55,3,161608.81,1,1,0,8080.85,1
15716334,Rozier,850,Spain,Female,45,2,122311.21,1,1,1,19482.5,0
15789669,Hsia,510,France,Male,65,2,0,2,1,1,48071.61,0
15621075,Ogbonnaya,778,Germany,Female,45,1,162150.42,2,1,0,174531.27,0
15810845,T'ang,636,France,Male,42,2,0,2,1,1,55470.78,0
15719377,Cocci,804,France,Female,50,4,0,1,1,1,8546.87,1
15654506,Chang,514,France,Male,32,8,0,2,1,0,95857.18,0
15771977,T'ao,730,France,Female,39,1,99010.67,1,1,0,194945.8,0
15708710,Ford,525,Spain,Female,37,0,0,1,0,1,131521.72,0
15726676,Marshall,616,Spain,Male,30,5,0,2,0,1,196108.51,0
15587421,Tsai,687,Germany,Female,34,7,111388.18,2,1,0,148564.76,0
15726931,Onwumelu,715,France,Female,41,8,56214.85,2,0,0,92982.61,1
15771086,Graham,512,France,Female,36,3,84327.77,2,1,0,17675.36,0
15756850,Golovanov,479,France,Male,40,1,0,2,0,0,114996.43,0
15702741,Potts,601,France,Male,32,8,93012.89,1,1,0,86957.42,0
15679200,Crawford,580,Spain,Male,29,9,61710.44,2,1,0,128077.8,0
15594815,Aleshire,807,France,Male,35,3,174790.15,1,1,1,600.36,0
15635905,Moran,616,Spain,Female,32,6,0,2,1,1,43001.46,0
15777892,Samsonova,721,Germany,Male,37,3,107720.64,1,1,1,158591.12,0
15656176,Jenkins,501,France,Male,57,10,0,2,1,1,47847.19,0
15811127,Volkov,521,France,Male,35,6,96423.84,1,1,0,10488.44,0
15604482,Chiemezie,850,Spain,Male,30,2,141040.01,1,1,1,5978.2,0
15622911,Jude,759,France,Male,42,4,105420.18,1,0,1,121409.06,0
15600974,He,516,Spain,Male,50,5,0,1,0,1,146145.93,1
15727868,Onuora,711,France,Female,38,2,129022.06,2,1,1,14374.86,1
15627801,Ginikanwa,512,Spain,Male,33,3,176666.62,1,1,0,94670.77,0
15773039,Ku,550,France,Male,37,3,0,1,1,1,179670.31,0
15755262,McDonald,608,Spain,Female,41,3,89763.84,1,0,0,199304.74,1
15679531,Collins,618,France,Male,34,5,134954.53,1,1,1,151954.39,0
15684181,Hackett,643,France,Male,45,5,0,1,1,0,142513.5,1
15612087,Dike,671,France,Male,45,2,106376.85,1,0,1,158264.62,0
15752047,Trevisano,689,Germany,Male,33,2,161814.64,2,1,0,169381.9,0
15624592,Tan,603,France,Male,31,8,0,2,1,1,169915.02,0
15573152,Glassman,620,France,Female,41,9,0,2,0,0,88852.47,0
15594917,Miller,676,France,Female,34,1,63095.01,1,1,1,40645.81,0
15785542,Kornilova,572,Germany,Male,26,4,118287.01,2,0,0,60427.3,0
15723488,Watson,668,Germany,Male,47,7,106854.21,1,0,1,157959.02,1
15680920,Marchesi,695,France,Male,46,7,49512.55,1,1,0,133007.34,0
15786308,Millar,730,Spain,Female,33,9,0,2,0,0,176576.62,0
15659366,Shih,807,France,Male,43,1,105799.32,2,1,0,34888.04,1
15774854,Fuller,592,France,Male,54,8,0,1,1,1,28737.71,1
15725311,Hay,726,France,Female,31,9,114722.05,2,1,1,98178.57,0
15787155,Yang,514,Spain,Male,30,7,0,1,0,1,125010.24,0
15727829,McIntyre,567,France,Male,42,2,0,2,1,1,167984.61,0
15733247,Stevenson,850,France,Male,33,10,0,1,1,0,4861.72,1
15568748,Poole,671,Germany,Male,45,6,99564.22,1,1,1,108872.45,1
15699029,Bagley,670,France,Male,37,4,170557.91,2,1,0,198252.88,0
15774393,Ch'ien,694,France,Female,30,9,0,2,1,1,26960.31,0
15676895,Cattaneo,547,Germany,Female,39,6,74596.15,3,1,1,85746.52,1
15637753,O'Sullivan,751,Germany,Male,50,2,96888.39,1,1,0,77206.25,1
15605461,Lucas,594,Germany,Female,29,3,130830.22,1,1,0,61048.53,0
15808473,Ringrose,673,France,Male,72,1,0,2,0,1,111981.19,0
15627000,Freeman,610,France,Male,40,0,0,2,1,0,62232.6,0
15787174,Sergeyev,512,France,Female,37,1,0,2,0,1,156105.03,0
15723886,Fiore,767,Germany,Male,20,3,119714.25,2,0,1,150135.38,0
15704769,Smith,585,France,Female,67,5,113978.97,2,0,1,93146.11,0
15772896,Dumetochukwu,763,Germany,Male,42,6,100160.75,1,1,0,33462.94,1
15711540,Pacheco,712,France,Female,29,2,0,1,1,1,144375,0
15764866,Synnot,539,Germany,Female,43,3,116220.5,3,1,0,55803.96,1
15794056,Johnston,668,France,Female,46,2,0,3,1,0,89048.46,1
15795149,Stevens,703,France,Male,28,2,81173.83,2,0,1,162812.16,0
15812009,Grant,662,Spain,Male,38,4,0,2,1,0,136259.65,0
15651001,Tsao,725,Germany,Female,39,5,116803.8,1,1,0,124052.97,0
15813844,Barnes,703,France,Male,37,8,105961.68,2,0,1,74158.8,0
15596175,McIntosh,659,Germany,Male,67,6,117411.6,1,1,1,45071.09,1
15576269,Madison,523,Spain,Male,34,7,0,2,1,0,62030.06,0
15797219,Ifesinachi,635,France,Female,40,10,123497.58,1,1,0,131953.23,1
15685500,Glazkov,772,Germany,Male,26,7,152400.51,2,1,0,79414,0
15599792,Dimauro,545,France,Female,26,1,0,2,1,1,199638.56,0
15657566,Wieck,634,Germany,Male,24,8,103097.85,1,1,1,157577.29,0
15772423,Liao,739,Germany,Male,54,8,126418.14,1,1,0,134420.75,1
15628112,Hughes,771,Germany,Female,36,5,77846.9,1,0,0,99805.99,0
15753754,Morrison,587,Spain,Female,34,1,0,2,1,1,97932.68,0
15793726,Matveyeva,681,France,Female,79,0,0,2,0,1,170968.99,0
15694717,Ku,544,Germany,Male,37,2,79731.91,1,1,1,57558.95,0
15665834,Cheatham,696,Spain,Male,28,8,0,1,0,0,176713.47,0
15765297,Yao,766,Spain,Male,41,0,0,2,0,1,34283.23,0
15636684,Kirkland,727,France,Male,34,10,0,2,1,1,198637.34,0
15592979,Rose,671,Germany,Female,34,6,37266.67,2,0,0,156917.12,0
15750803,Jess,693,France,Female,30,6,127992.25,1,1,1,50457.2,0
15607178,Welch,850,Germany,Male,38,3,54901.01,1,1,1,140075.55,0
15713853,Ifeajuna,732,Germany,Male,42,9,108748.08,2,1,1,65323.11,0
15673481,Morton,726,Spain,Female,48,6,99906.19,1,1,0,64323.24,0
15686776,Rossi,557,France,Female,32,6,184686.41,2,1,0,14956.44,0
15673693,Reppert,682,France,Female,26,0,110654.02,1,0,1,111879.21,0
15700696,Kang,738,Spain,Male,31,9,79019.8,1,1,1,18606.23,0
15813163,Ch'iu,531,Spain,Female,36,9,99240.51,1,1,0,123137.01,0
15653857,Wallis,498,France,Male,34,2,0,2,1,1,148528.24,0
15777076,Clark,651,France,Male,36,7,0,2,1,0,13898.31,0
15717398,Fielding,549,Spain,Female,39,7,0,1,0,0,81259.25,1
15799217,Zetticci,791,Germany,Female,35,7,52436.2,1,1,0,161051.75,0
15787071,Dulhunty,650,Spain,Male,41,9,0,2,0,1,191599.67,0
15619955,Bevington,733,Germany,Male,34,3,100337.96,3,1,0,48559.19,1
15796505,Boyle,811,Germany,Female,34,1,149297.19,2,1,1,186339.74,0
15725166,Newton,707,France,Male,30,8,0,2,1,0,33159.37,0
15800116,Bowman,712,Germany,Male,28,4,145605.44,1,0,1,93883.53,0
15758685,Dubinina,706,Spain,Female,37,7,0,2,1,1,110899.3,0
15694456,Toscani,756,France,Male,62,3,0,1,1,1,11199.04,1
15767339,Chiazagomekpere,777,France,Female,53,10,0,2,1,0,189992.97,0
15683562,Allen,646,France,Male,35,6,84026.86,1,0,1,164255.69,0
15782210,K'ung,714,France,Male,46,1,0,1,1,0,152167.79,1
15668893,Wilsmore,782,France,Male,39,8,0,2,1,1,33949.67,0
15669169,Hargreaves,775,Spain,Male,29,10,0,2,1,1,68143.93,0
15643024,Huang,479,Germany,Male,35,4,138718.92,1,1,1,47251.79,1
15699389,Ch'ien,807,France,Male,42,7,118274.71,1,1,1,25885.72,0
15708608,Wallwork,799,France,Female,22,8,174185.98,2,0,1,192633.85,0
15626144,Chu,675,France,Male,40,7,113208.86,2,1,0,34577.36,0
15573112,Kang,602,Spain,Male,29,5,103907.28,1,1,0,161229.84,0
15790678,Davidson,475,France,Female,32,8,119023.28,1,1,0,100816.29,0
15727556,O'Donnell,744,Spain,Female,26,5,166297.89,1,1,1,181694.44,0
15697307,Nnachetam,588,Spain,Male,34,10,0,2,1,0,79078.91,0
15652266,Chidiebele,703,Germany,Male,42,9,63227,1,0,1,137316.32,0
15607098,Ahmed,747,Spain,Female,41,5,94521.17,2,1,0,194926.86,0
15655774,Booth,583,France,Male,27,7,0,2,1,0,51285.49,0
15590241,Chuang,750,Spain,Female,34,9,112822.26,1,0,0,150401.53,1
15785819,Shao,681,France,Male,38,3,0,2,1,1,112491.96,0
15723654,Tsao,773,France,Male,25,2,135903.33,1,1,0,73656.38,0
15774510,Tien,714,France,Female,31,4,125169.26,1,1,1,106636.89,0
15684173,Chang,687,Spain,Female,44,7,0,3,1,0,155853.52,1
15650068,Johnson,511,France,Male,58,0,149117.31,1,1,1,162599.51,0
15811490,French,627,France,Male,33,5,0,2,1,1,103737.82,0
15803976,Efremov,694,France,Female,31,10,0,2,1,0,160990.27,0
15682541,Hartley,616,Spain,Female,36,6,132311.71,1,0,0,15462.84,0
15695699,Calabrese,687,France,Male,35,8,0,2,1,0,10334.05,0
15624188,Chiu,712,France,Female,33,6,0,2,1,1,190686.16,0
15812191,Brennan,553,France,Male,33,4,118082.89,1,0,0,94440.45,0
15636673,Onwuatuegwu,667,France,Male,31,1,119266.69,1,1,1,28257.63,0
15594898,Hewitt,731,France,Male,43,2,0,1,1,1,170034.95,1
15660211,Shih,629,Germany,Male,35,7,156847.29,2,1,0,31824.29,0
15773972,Balashov,614,France,Male,50,4,137104.47,1,1,0,127166.49,1
15746726,Doyle,438,Germany,Male,31,8,78398.69,1,1,0,44937.01,0
15712287,Pokrovskii,652,France,Female,80,4,0,2,1,1,188603.07,0
15702919,Collins,729,Germany,Male,30,6,63669.42,1,1,0,145111.37,0
15674398,Russo,642,France,Male,38,3,0,2,0,0,171463.83,0
15797960,Skinner,806,Germany,Female,59,0,135296.33,1,1,0,182822.5,0
15631868,Robertson,744,Spain,Male,36,2,153804.44,1,1,1,87213.33,0
15581539,Atkinson,474,Spain,Male,37,3,0,2,0,0,57175.32,0
15662736,Doyle,559,France,Male,49,2,147069.78,1,1,0,120540.83,1
15666252,Ritchie,706,Spain,Male,42,9,0,2,1,1,28714.34,0
15677512,McEncroe,628,Spain,Female,22,3,0,1,1,0,85426.28,0
15626114,Pearson,429,France,Male,24,4,95741.75,1,1,0,46170.75,0
15810834,Gordon,525,Spain,Female,57,2,145965.33,1,1,1,64448.36,0
15678910,Ts'ai,680,France,Female,30,8,141441.75,1,1,1,16278.97,0
15694408,Lung,749,France,Male,40,1,139290.41,1,1,0,182855.42,1
15585215,Yuan,763,France,Female,31,4,0,2,0,0,50404.72,0
15682757,Pardey,734,France,Male,30,3,0,2,1,0,107640.25,0
15736601,Tai,716,France,Male,35,4,144428.87,1,1,0,134132.65,0
15601848,Scott,594,France,Male,35,2,0,2,1,0,103480.69,0
15736008,Hunter,644,France,Female,46,9,95441.27,1,1,0,108761.05,1
15669064,Mazzanti,671,Germany,Male,35,1,144848.74,1,1,1,179012.3,0
15624528,L?,664,Germany,Male,26,7,116244.14,2,1,1,95145.14,0
15598493,Beach,656,France,Male,50,7,0,2,0,1,72143.44,0
15601274,Hsieh,667,Spain,Female,40,1,146502.07,1,1,0,19162.89,0
15702669,Faulkner,663,Germany,Male,44,2,117028.6,2,0,1,144680.18,0
15728669,Knowles,584,Germany,Female,30,8,112013.81,1,1,0,177772.03,1
15742668,Day,626,Spain,Female,37,6,108269.37,1,1,0,5597.94,0
15697441,Hsueh,485,France,Male,29,7,182123.79,1,1,0,116828.51,1
15740476,Tsao,659,Germany,Female,32,3,150923.74,2,0,1,174652.51,0
15648064,Kennedy,649,France,Male,33,2,0,2,1,0,2010.98,0
15636624,Nwabugwu,805,Spain,Female,39,5,165272.13,1,1,0,14109.85,1
15807923,Young,716,Germany,Female,39,10,115301.31,1,1,0,43527.4,1
15745844,Kerr,642,Germany,Female,40,6,129502.49,2,0,1,86099.23,1
15786170,Tien,659,France,Male,31,4,118342.26,1,0,0,161574.19,0
15681081,Marrero,545,Spain,Female,47,5,0,2,1,1,38970.14,0
15684484,White,543,France,Male,22,8,0,2,0,0,127587.22,0
15785869,Pisano,718,France,Female,25,7,0,2,1,0,30380.12,0
15763859,Brown,840,France,Female,43,7,0,2,1,0,90908.95,0
15658935,Freeman,630,Germany,Female,34,9,106937.05,2,1,0,138275.01,0
15747358,Russell,643,Germany,Male,59,3,170331.37,1,1,1,32171.79,0
15735203,Seleznyov,654,Germany,Female,32,1,114510.85,1,1,1,126143.23,0
15576256,Yusupova,582,France,Male,39,5,0,2,1,1,129892.93,0
15659420,Foley,659,Spain,Male,32,3,107594.11,2,1,1,102416.84,0
15593365,Shih,762,Spain,Male,39,2,81273.13,1,1,1,18719.67,0
15777352,Ikedinachukwu,568,Spain,Female,32,7,169399.6,1,1,0,61936.22,0
15812007,Power,670,Spain,Male,25,6,0,2,1,1,78358.94,0
15625461,Amos,613,France,Female,45,1,187841.99,2,1,1,147224.27,0
15739438,Reed,539,France,Male,30,0,0,2,1,0,160979.66,0
15611759,Simmons,850,Spain,Female,57,8,126776.3,2,1,1,132298.49,0
15661629,Ricci,522,Spain,Male,34,9,126436.29,1,1,0,174248.52,1
15633950,Yen,737,France,Male,41,1,101960.74,1,1,1,123547.28,0
15592386,Campbell,520,France,Male,58,3,0,2,0,1,32790.02,0
15803716,West,706,Spain,Male,28,3,0,2,0,1,181543.67,0
15696674,Robinson,643,Germany,Female,45,2,150842.93,1,0,1,2319.96,1
15706365,Bianchi,648,France,Female,50,9,102535.57,1,1,1,189543.19,0
15745088,Chen,443,Germany,Female,29,9,99027.61,2,1,0,10940.4,0
